"报表日期","货币资金","交易性金融资产","应收票据","应收账款","预付款项","应收保费","应收利息","应收股利","其他应收款","应收出口退税","应收补贴款","应收保证金","内部应收款","存货","待摊费用","待处理流动资产损益","一年内到期的非流动资产","其他流动资产","特殊处理本身不平流动资产","特殊处理格式不同流动资产","流动资产合计","发放贷款及垫款","可供出售金融资产","持有至到期投资","长期应收款","长期股权投资","其他长期投资","投资性房地产","固定资产原值","累计折旧","固定资产净值","固定资产减值准备","固定资产净额","在建工程","工程物资","固定资产清理","生产性生物资产","公益性生物资产","油气资产","无形资产","开发支出","商誉","长期待摊费用","股权分置流通权","递延所得税资产","其他非流动资产","特殊处理本身不平非流动资产","特殊处理格式不同非流动资产","非流动资产合计","特殊处理本身不平总资产","特殊处理格式不同总资产","资产总计","短期借款","交易性金融负债","应付票据","应付账款","预收款项","应付职工薪酬","应交税费","应付利息","应付股利","其他应交款","应付保证金","内部应付款","其他应付款","预提费用","预计流动负债","应付分保账款","国际票证结算","国内票证结算","一年内的递延收益","应付短期债券","一年内到期的非流动负债","其他流动负债","特殊处理本身不平流动负债","特殊处理格式不同流动负债","流动负债合计","长期借款","应付债券","长期应付款","专项应付款","预计非流动负债","长期递延收益","递延所得税负债","其他非流动负债","特殊处理本身不平长期负债","特殊处理格式不同长期负债","非流动负债合计","特殊处理本身不平负债合计","特殊处理格式不同负债合计","负债合计","实收资本(或股本)","资本公积","减：库存股","专项储备","盈余公积","一般风险准备","未确定的投资损失","未分配利润","拟分配现金股利","外币报表折算差额","特殊处理本身不平股东权益","特殊处理格式不同股东权益","归属于母公司股东权益合计","少数股东权益","特殊处理本身不平股东权益","特殊处理格式不平股东权益","所有者权益(或股东权益)合计","特殊处理本身不平负债及权益","特殊处理格式不同负债及权益","负债和所有者权益","结算备付金","拆出资金","衍生金融资产","应收分保账款","应收分保合同准备金","买入返售金融资产","向中央银行借款","吸收存款及同业存放","拆入资金","衍生金融负债","卖出回购金融资产款","应付手续费及佣金","保险合同准备金","代理买卖证券款","代理承销证券款"
20170331,1581417398.77,,182122971.07,22917773.58,89934347.62,,,,123009882.71,,,,,11273659931.46,,,238900000,11683256650.76,,,25195218955.97,,1492415644.58,,,21411760.29,,,,,,,7845804891.09,564438414.09,788063.58,,,,,1626078045.04,,276001989.95,2605047.85,,575490951.13,1223236598.94,,,13628271406.54,,,38823490362.51,,,730000000,775752997.76,1361104185.65,15697441.37,1801326685.89,,4696611.2,,,,5028786968.91,,,,,,,,,,,,9717364890.78,145452,,,199777410.75,,109000566.67,18210449.81,,,,327133879.23,,,10044498770.01,1506988000,741704076.44,,,753494000,,,25792400353.14,,,,,28795722154.26,-16730561.76,,,28778991592.5,,,38823490362.51,,,,,,,,,,,,,,,
20161231,2456627358.97,,151616983.85,10824186.9,69319933.22,,,,110535658.5,,,,,12221515305.37,,,238900000,10065235053.84,,,25324574480.65,,1458069647.18,,,21029470.42,,,10221663873.92,2251628754.63,7970035119.29,,7970035119.29,544670924.38,788063.58,,,,,1634624841.57,,276001989.95,2158153.24,,568074960.43,1004034598.94,,,13479487768.98,,,38804062249.63,,,960000000,784213000.76,3847491823.75,165454185.74,1807842582.92,,4696611.2,,,,4867632425.33,,,,,,,,,,,,12437330629.7,181816,,,199978943.07,,111085666.67,18499326.73,,,,329745752.47,,,12767076382.17,1506988000,741704076.44,,,753494000,,,23049443346.09,,,,,26052771070,-15785202.54,,,26036985867.46,,,38804062249.63,,,,,,,,,,,,,,,
20160930,5176163827.88,,62664618.25,10188692.01,148688873.4,,,,129220473.13,,,,,10744369030.59,,,88900000,5700784797.52,,,22060980312.78,,1122662295.22,,,22324136.33,,,,,,,7384488302.07,1246919057.63,788063.58,,,,,1648988133.55,,292103218.75,5792375.2,,744354492.01,810806824.94,,,13279226899.28,,,35340207212.06,,,1612000000,774079350.94,1341542709,15665278.18,1865223100.67,,4696611.2,,,,4338494680.66,,,,,,,,,,,,9951701730.65,181816,,,200037423.07,,115979816.67,18467361.87,,,,334666417.61,,,10286368148.26,1506988000,741772733.14,,,753494000,,,22061432892.9,,,,,25063883959.48,-10044895.68,,,25053839063.8,,,35340207212.06,,,,,,,,,,,,,,,
20160630,1945938725.58,,33874975.32,8137761.11,210509493.55,,,,133390125.2,,,,,10628962287.11,,,248000000,6195902000,,,19404715367.87,,1175123140.47,,,22450987.63,,,9133969399.92,1902952152.6,7231017247.32,,7231017247.32,1248102088.84,788063.58,,,,,1640643398.76,,282942008.74,4757485.19,,696454373.66,707506824.94,,,13009785619.13,,,32414500987,,,1250000000,705632376.61,1131516305.44,14900390.11,1290351986.46,,4696611.2,,,,4035119038.76,,,,,,,,,,,,8432216708.58,181816,,,200206583.07,,117128566.67,14417459.77,,,,331934425.51,,,8764151134.09,1506988000,741772733.14,,,753494000,,,20646079602,,,,,23648332897.75,2016955.16,,,23650349852.91,,,32414500987,,,,,,,,,,,,,,,
20160331,4943778825.9,,89667436.42,5797518.72,116264128.77,,,,128707278.07,,,,,10315081123.72,,,355000000,6867000000,,,22821296311.6,,1195354291.66,,,43192600.19,,,,,,,6954123612.79,1639158259.64,788063.58,,,,,1659294748.12,,276001989.95,4949507.18,,593529360.74,407506824.94,,,12773899258.79,,,35595195570.39,,,2410000000,1070442338.69,414639750.85,11741717.95,1312204285.97,,4696611.2,,,,4637246109.81,,,,,,,,,,,,9860970814.47,218180,,,200535189.67,,118277316.67,17653953.1,,,,336684639.44,,,10197655453.91,1506988000,741745168.83,,,753494000,,,22390854733.88,,,,,25393102636.68,4437479.8,,,25397540116.48,,,35595195570.39,,,,,,,,,,,,,,,
20151231,4707796539.41,,83290215.75,6455492.29,80040974.6,,,,117025613.5,,,,,11122379916.13,,,355000000,4983900000,,,21455888751.68,,1158685162.03,,,46423463.63,,,8600947626.8,1632034433.79,6968913193.01,,6968913193.01,1526064248.4,788063.58,,,,,1671597817.48,,276001989.95,5156212.57,,592195239.79,158606824.94,,,12404432215.38,,,33860320967.06,,,2240000000,798707353.93,1260792761.11,117942111.17,1430921887.48,,4696611.2,,,,4724585228.44,,,,,,,,,,,,10577645953.33,218180,,,200663349.67,,119426066.67,20886556.5,,,,341194152.84,,,10918840106.17,1506988000,741745168.83,,,753494000,,,19934852875.21,,,,,22937096378.95,4384481.94,,,22941480860.89,,,33860320967.06,,,,,,,,,,,,,,,
20150930,7054339339.11,,79817985.98,11512302.18,82457648.6,,,,129540077.16,,,,,9982088877.47,,,,1448000000,,,18787756230.5,,1369361590.19,,,22934581.74,,,,,,,6552215741.16,2009605896.42,781770.42,,,,,1648560280.39,,276001989.95,5247655.11,,728697102.59,513606824.94,,,13127013432.91,,,31914769663.41,,,2130000000,1072017529.09,352355024.37,9372967.29,1836875835.91,,4696611.2,,,,4125214604.39,,,,,,,,,,,,9530532572.25,254544,,,200724914.73,,121699816.67,24110375.39,,,,346789650.79,,,9877322223.04,1506988000,741745168.83,,,540000000,,,19244331099.58,,,,,22033074842.44,4372597.93,,,22037447440.37,,,31914769663.41,,,,,,,,,,,,,,,
20150630,5487745550.37,,75207258.75,6593856.91,99162569.42,,,,117028303.53,,,,,9848735420.07,,,,1749000000,,,17383472959.05,,1347190735.28,,,22932776.31,,,7845860010.32,1359711361.37,6486148648.95,,6486148648.95,2090415770.98,679813.15,,,,,1663601958.62,,276001989.95,5537248.17,,673108336.83,513606824.94,,,13079224103.18,,,30462697062.23,,,2925684000,1035113266.04,156986670.61,9451490.87,1270402523.53,,239964098,,,,3750302497.73,,,,,,,,,,,,9387904546.78,254544,,,200800112.73,,85380666.67,27348421.95,,,,313783745.35,,,9701688292.13,1506988000,741745168.83,,,540000000,,,17968023868.86,,,,,20756756405.84,4252364.26,,,20761008770.1,,,30462697062.23,,,,,,,,,,,,,,,
20150331,6547571239.82,,62106492.47,10887266.93,116331489.72,,,,126244525.7,,,,,9680801520.1,,,,1635600000,,,18179542534.74,,1178523424.14,,,23163807.16,,,,,,,6402552655.91,2184837445.61,1038411.4,,,,,1671318006.16,,276001989.95,5725251.25,,766396653.38,513606824.94,,,13023164469.9,,,31202707004.64,,,2080000000,951496501.69,440057313.17,10521521.46,1327862366.94,,4696611.2,,,,4127981564.51,,,,,,,,,,,,8942615878.97,254544,,,201067032.73,,71904416.67,30624111.95,,,,303850105.35,,,9246465984.32,1076420000,1172313168.83,,,540000000,,,19163130848.96,,,,,21951864593.64,4376426.68,,,21956241020.32,,,31202707004.64,,,,,,,,,,,,,,,
20141231,4346951651.21,,76860829.99,9271527.64,98049468.08,,,,117909604.42,,,,,10097018699.59,,,,1445250000,,,16191311780.93,,1125122817.9,,,19823585.92,,,7474874123.3,1112638149,6362235974.3,,6362235974.3,2002215007.83,1042805.67,,,,,1692864234.91,,276001989.95,5923670.98,,567574520.22,513606824.94,,,12566411432.62,,,28757723213.55,,,1750000000,826693128.71,899646566.45,75181348.77,1118361637.61,,4696611.2,,,,4046780196.2,,,,,,,,,,,,8721359488.94,254544,,,201176421.73,,71928166.67,33899801.96,,,,307258934.36,,,9028618423.3,1076420000,1172313168.83,,,540000000,,,16936001340.22,,,,,19724734071.54,4370718.71,,,19729104790.25,,,28757723213.55,,,,,,,,,,,,,,,
