"报表期起始日","报表期截止日","销售商品、提供劳务收到的现金","客户存款和同业存放款项净增加","向中央银行借款净增加额","向其他金融机构拆入资金净增加","收到原保险合同保费取得的现金","收到再保险业务现金净额","保户储金及投资款净增加额","处置交易性金融资产净增加额","收取利息、手续费及佣金的现金","拆入资金净增加额","回购业务资金净增加额","收到的税费返还","收到的其他与经营活动有关的现","特殊处理本身不平经营流入","特殊处理格式不同经营流入","经营活动现金流入小计","购买商品、接受劳务支付的现金","客户贷款及垫款净增加额","存放中央银行和同业款项净增加","支付原保险合同赔付款项的现金","支付利息、手续费及佣金的现金","支付保单红利的现金","支付给职工以及为职工支付的现","支付的各项税费","支付的其他与经营活动有关的现","特殊处理本身不平经营流出","特殊处理格式不同经营流出","经营活动现金流出小计","特殊处理本身不平经营净额","特殊处理格式不同经营净额","一、经营活动产生的现金流量净","收回投资所收到的现金","取得投资收益收到的现金","处置固定资产、无形资产和其他","处置子公司及其他营业单位收到","收到的其他与投资活动有关的现","减少质押和定期存款所收到的现","特殊处理本身不平投资流入","特殊处理格式不同投资流入","投资活动现金流入小计","购建固定资产、无形资产和其他","投资所支付的现金","质押贷款净增加额","取得子公司及其他营业单位支付","支付的其他与投资活动有关的现","增加质押和定期存款所支付的现","特殊处理本身不平投资流出","特殊处理格式不同投资流出","投资活动现金流出小计","特殊处理本身不平投资净额","特殊处理格式不同投资净额","二、投资活动产生的现金流量净","吸收投资收到的现金","其中：子公司吸收少数股东投资","取得借款收到的现金","发行债券收到的现金","收到其他与筹资活动有关的现金","特殊处理本身不平筹资流入","特殊处理格式不同筹资流入","筹资活动现金流入小计","偿还债务支付的现金","分配股利、利润或偿付利息所支","其中：子公司支付给少数股东的","支付其他与筹资活动有关的现金","特殊处理本身不平筹资流出","特殊处理格式不同筹资流出","筹资活动现金流出小计","特殊处理本身不平筹资净额","特殊处理格式不同筹资净额","三、筹资活动产生的现金流量净","四、汇率变动对现金及现金等价","特殊处理本身不平现金净额","特殊处理格式不同现金净额","五、现金及现金等价物净增加额","期初现金及现金等价物余额","特殊处理本身不平现金期末","特殊处理格式不同现金期末","六、期末现金及现金等价物余额","净利润","少数股东权益","未确认的投资损失","资产减值准备","固定资产折旧、油气资产折耗、","投资性房地产折旧、摊销","无形资产摊销","长期待摊费用摊销","待摊费用的减少","预提费用的增加","处置固定资产、无形资产和其他","固定资产报废损失","公允价值变动损失","递延收益增加（减：减少）","预计负债","财务费用","投资损失","递延所得税资产减少","递延所得税负债增加","存货的减少","经营性应收项目的减少","经营性应付项目的增加","已完工尚未结算款的减少(减:","已结算尚未完工款的增加(减:","其他","特殊处理本身不平经营净额附表","特殊处理格式不同经营净额附表","经营活动产生现金流量净额","债务转为资本","一年内到期的可转换公司债券","融资租入固定资产","现金的期末余额","现金的期初余额","现金等价物的期末余额","现金等价物的期初余额","特殊处理本身不平现金净额附表","特殊处理格式不同现金净额附表","现金及现金等价物的净增加额"
20140101,20140930,6436089576.65,,,,,,,,,,,1139743.95,217124076.76,,,6654353397.36,3218792100.37,,,,,,120187377.76,1151689686.89,652694850.15,,,5143364015.17,,,1510989382.19,,2640349.85,,1800000,,,,,4440349.85,122414794.33,,,,,,,,122414794.33,,,-117974444.48,83853372.49,,,,,,,83853372.49,,1771544571.71,,,,,1771544571.71,,,-1687691199.22,212362.84,,,-294463898.67,5349434667.26,,,5054970768.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5054970768.59,5349434667.26,,,,,-294463898.67
20140101,20140630,4844155507.1,,,,,,,,,,,824244.45,154422840.07,,,4999402591.62,2411740842.96,,,,,,90572303.72,897220038.47,423224634.72,,,3822757819.87,,,1176644771.75,,2000000,,1800000,,,,,3800000,80771681.52,,,,,,,,80771681.52,,,-76971681.52,50947112.22,,,,,,,50947112.22,,51474890.94,,,,,51474890.94,,,-527778.72,,,,1099145311.51,5349434667.26,,,6448579978.77,1009124131.01,,,1011490.22,72675964.83,,4130216.69,175287.61,,,217516.89,,,,,-50296564.08,-34053922.94,-71089932.75,,215563995.58,725735855.38,-696549266.69,,,,,,1176644771.75,,,,6448579978.77,5349434667.26,,,,,1099145311.51
20140101,20140331,2718199035.46,,,,,,,,,,,395659.05,69341167.29,,,2787935861.8,1261471230.46,,,,,,66814043.39,304726811.2,239880407.13,,,1872892492.18,,,915043369.62,,,,,,,,,0,39353760.66,,,,,,,,39353760.66,,,-39353760.66,,,,,23417367.64,,,23417367.64,,,,254775,,,254775,,,23162592.64,,,,898852201.6,5349434667.26,,,6248286868.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6248286868.86,5349434667.26,,,,,898852201.6
20130101,20131231,9680978124.45,,,,,,,,,,,24461.53,269972708.97,,,9950975294.95,4265793329.48,,,,,,263676190.58,3631751725.8,563163786.63,,,8724385032.49,,,1226590262.46,14011003.3,1700000,25172247.49,,12580000,,,,53463250.79,294674984.94,150000,,,,,,,294824984.94,,,-241361734.15,50915520,,,,6000000,,,56915520,,2633161989.15,100755678.93,,,,2633161989.15,,,-2576246469.15,-1555954.61,,,-1592573895.45,6942008562.71,,,5349434667.26,3537517724.96,,,-142218.21,129230784.55,,8548888.18,596372.58,,,-5611066.73,,,,,10350608.03,-90346682.86,143302574.33,,497051942.29,-169327290.25,-2834581374.41,,,,,,1226590262.46,,,,5349434667.26,6942008562.71,,,,,-1592573895.45
20130101,20130930,8393364532.7,,,,,,,,,,,221699.7,40093756.83,,,8433679989.23,3906794947.18,,,,,,142978857.88,2901005029.25,371517685.9,,,7322296520.21,,,1111383469.02,,1700000,,8903203.3,,,,,10603203.3,210705982.09,,,,,,,,210705982.09,,,-200102778.79,47771640.01,,,,,,,47771640.01,,2511037350.68,,,,,2511037350.68,,,-2463265710.67,,,,-1551985020.44,6942008562.71,,,5390023542.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5390023542.27,6942008562.71,,,,,-1551985020.44
20130101,20130630,6145949705.54,,,,,,,,,,,75887.85,31282942.97,,,6177308536.36,2612855606.99,,,,,,108573467.31,2458962749.03,310138092.85,,,5490529916.18,,,686778620.18,,1700000,,8903203.3,,,,,10603203.3,92208592.67,,,,,,,,92208592.67,,,-81605389.37,47771640,,,,,,,47771640,,28571741.87,,,,,28571741.87,,,19199898.13,,,,624373128.94,6942008562.71,,,7566381691.65,1887657262.18,,,-986213.66,63504705.43,,4346557.84,614915.88,,,2771733.69,,,,,-31283938.99,-42940544.09,102611161.21,,218390358.21,878328707.66,-2326224612.33,,,-47771640,-22239832.85,,686778620.18,,,,7566381691.65,6942008562.71,,,,,624373128.94
20130101,20130331,3219080357.93,,,,,,,,,,,,24134552.03,,,3243214909.96,1323310889.3,,,,,,78578790.49,1513872452.88,132941069.47,,,3048703202.14,,,194511707.82,,3200000,,,,,,,3200000,16275689.68,,,,,,,,16275689.68,,,-13075689.68,,,,,23472415.17,,,23472415.17,,,,442611.6,,,442611.6,,,23029803.57,,,,204465821.71,6942008562.71,,,7146474384.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7146474384.42,6942008562.71,,,,,204465821.71
20120101,20121231,14105278240.45,,,,,,,,,,,,199884448.05,,,14305162688.5,5137880204.12,,,,,,237184243.57,3582818501.59,566655366.53,,,9524538315.81,,,4780624372.69,1300358918.49,1227570.06,63152661.41,,,,,,1364739149.96,,180898019.95,,,,,,,180898019.95,,,1183841130.01,54427850.22,2937230.22,,,4900000,,,59327850.22,,2140719556.66,170108136.55,89991000,,,2230710556.66,,,-2171382706.44,27259.66,,,3793110055.92,3148898506.79,,,6942008562.71,4542521328.54,,,-1327757,123649618.75,,9657879.44,267348.09,,,-51286159.54,,,,,13035553.71,-378354913.5,-75999151.4,,-778651051.24,671922577.35,705189099.49,,,,,,4780624372.69,,,,6942008562.71,3148898506.79,,,,,3793110055.92
20120101,20120930,10974914225.18,,,,,,,,,,,60983.66,42295653.97,,,11017270862.81,3981274008.44,,,,,,147022726.01,3133722296.14,314506191.03,,,7576525221.62,,,3440745641.19,1167717500,1227570.06,,,,,,,1168945070.06,106513331.44,5746133.71,,,,,,,112259465.15,,,1056685604.91,51700000,,,,39723410.08,,,91423410.08,,1987940493.61,,1022633.05,,,1988963126.66,,,-1897539716.58,,,,2599891529.52,3148898506.79,,,5748790036.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5748790036.31,3148898506.79,,,,,2599891529.52
20120101,20120630,7418151545.77,,,,,,,,,,,,27639588.32,,,7445791134.09,2480008805.1,,,,,,118383866.1,2392705469.62,182946114.55,,,5174044255.37,,,2271746878.72,30000,1227570.06,,,,,,,1257570.06,63757963.96,,,,,,,,63757963.96,,,-62500393.9,51700000,,,,25597920.76,,,77297920.76,,1150392881.45,,544276.57,,,1150937158.02,,,-1073639237.26,,,,1135607247.56,3148898506.79,,,4284505754.35,2119732939.79,,,1848623.16,52818729.03,,4844335.8,,,,1915844.44,,,,,-26148299.9,-69950641.82,-780941.06,,-334476999.91,1519338841.94,-997395552.75,,,,,,2271746878.72,,,,4284505754.35,3148898506.79,,,,,1135607247.56
20120101,20120331,3214714018.14,,,,,,,,,,,,24487614.98,,,3239201633.12,1042831269.22,,,,,,72262848.32,1457279870.04,63034255.87,,,2635408243.45,,,603793389.67,30000,,,,,,,,30000,11704157.02,,,,,,,,11704157.02,,,-11674157.02,,,,,9254666.72,,,9254666.72,,,,258564.7,,,258564.7,,,8996102.02,,,,601115334.67,3148898506.79,,,3750013841.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750013841.46,3148898506.79,,,,,601115334.67
20110101,20111231,9690062542.65,,,,,,,,,,,1231595.1,83860342.79,,,9775154480.54,3081432715.82,,,,,,201785777.64,2199556056.33,319812313.77,,,5802586863.56,,,3972567616.98,,140228168.02,2104796.4,,,,,,142332964.42,181684056.17,48650000,,,,,,,230334056.17,,,-88001091.75,,,,,11999342.66,,,11999342.66,,1569760964.7,175309023.46,256564497.23,,,1826325461.93,,,-1814326119.27,-450510.65,,,2069789895.31,1079108611.48,,,3148898506.79,3055599490.82,,,5669448.06,90969999.13,,17759992.15,,,,5449987.11,,,,,-3151869.54,-37889809.28,-99382889.66,,-647613610.05,-1585527818.97,3170684697.21,,,,,,3972567616.98,,,,3148898506.79,1079108611.48,,,,,2069789895.31
20110101,20110930,6086907621.91,,,,,,,,,,,1464088.75,28231434.65,,,6116603145.31,2171966935.87,,,,,,151536653.06,1586188825.18,404309576.73,,,4314001990.84,,,1802601154.47,,140175963.02,989007,,,,,,141164970.02,134211167.26,,,,75703.83,,,,134286871.09,,,6878098.93,177081700,,,,4163471.45,,,181245171.45,,1418074803.05,,263600911.24,,,1681675714.29,,,-1500430542.84,,,,309048710.56,1079108611.48,,,1388157322.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1388157322.04,1079108611.48,,,,,309048710.56
20110101,20110630,3853515805.83,,,,,,,,,,,302950,23505227.77,,,3877323983.6,1343225322.17,,,,,,94453569.55,1412399756.06,160005913.43,,,3010084561.21,,,867239422.39,,140175963.02,988507,,,,,,141164470.02,101750306.01,,,,,,,,101750306.01,,,39414164.01,20820000,,,,4169597.82,,,24989597.82,,69419619.38,,7527259.45,,,76946878.83,,,-51957281.01,,,,854696305.39,1079108611.48,,,1933804916.87,1476093456.34,,,1889149.21,48258684.46,,5200084.18,,,,2756754.98,,,,,3413797.5,-131415927.63,7365466.64,,-103641021.44,-327073882.59,-115607139.26,,,,,,867239422.39,,,,1933804916.87,1079108611.48,,,,,854696305.39
20110101,20110331,1829267248.73,,,,,,,,,,,,27342767.92,,,1856610016.65,430461061.35,,,,,,39475220.88,872062509.23,130599724.17,,,1472598515.63,,,384011501.02,,35373109.34,,,,,,,35373109.34,56161426.65,,,,,,,,56161426.65,,,-20788317.31,,,,,659609.62,,,659609.62,,34998183.79,,,,,34998183.79,,,-34338574.17,,,,328884609.54,1079108611.48,,,1407993221.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1407993221.02,1079108611.48,,,,,328884609.54
20100101,20101231,5453850551.3,,,,,,,,,,,73918.06,81303967.53,,,5535228436.89,2285436772.28,,,,,,234866610.75,1395661462.17,267982048.22,,,4183946893.42,,,1351281543.47,,34859345.01,954263.43,,,,,,35813608.44,257368312.03,,,,,,,,257368312.03,,,-221554703.59,21000000,21000000,,,254814411,,,275814411,,1078452530.06,17749290.63,184523494.71,,,1262976024.77,,,-987161613.77,-737635.28,,,141827590.83,937281020.65,,,1079108611.48,2280704046.76,,,2569629.04,82810591.64,,9114969.25,,,,-399903.49,,,,,7564052.32,-351042232.07,-26750325.51,,-289946408.4,-1120229379.67,756886503.6,,,,,,1351281543.47,,,,1079108611.48,937281020.65,,,,,141827590.83
20100101,20100930,4196150082.11,,,,,,,,,,,73918.06,21570563.86,,,4217794564.03,1451077054.12,,,,,,134824086.46,1260436870.7,330876358.02,,,3177214369.3,,,1040580194.73,,34859345.01,,,,,,,34859345.01,184056577.25,,,,167901.79,,,,184224479.04,,,-149365134.03,21000000,,,,3384581.86,,,24384581.86,,1065026369.59,,199963.34,,,1065226332.93,,,-1040841751.07,562.49,,,-149626127.88,937281020.65,,,787654892.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787654892.77,937281020.65,,,,,-149626127.88
20100101,20100630,2625579811.82,0,0,0,0,0,0,0,0,0,0,73918.06,8549970.93,,,2634203700.81,1089321420.83,0,0,0,0,0,72240027.56,762066212.87,249262830.23,,,2172890491.49,,,461313209.32,0,34859345.01,0,0,0,0,,,34859345.01,104244067.97,0,0,0,0,0,,,104244067.97,,,-69384722.96,21000000,21000000,0,0,3069054.62,,,24069054.62,0,18966016.01,0,199963.34,,,19165979.35,,,4903075.27,562.49,,,396832124.12,937281020.65,,,1334113144.77,1074537068.3,0,0,4424093.07,44542840.59,0,4280487.45,0,0,0,-760882.89,0,0,0,0,-3016094.31,-167602381.11,17233787.43,0,-122212942.53,-294746904.56,-95365862.12,0,0,0,,,461313209.32,0,0,0,1334113144.77,937281020.65,0,0,,,396832124.12
20100101,20100331,1524376460.33,,,,,,,,,,,73918.06,23802332.72,,,1548252711.11,673434077.85,,,,,,38017376.46,548115581.62,175372634.88,,,1434939670.81,,,113313040.3,,34859345.01,,,,,,,34859345.01,5383527.33,,,,531.5,,,,5384058.83,,,29475286.18,21000000,,,,1147292.42,,,22147292.42,,19012290.56,,1186,,,19013476.56,,,3133815.86,562.49,,,145922704.83,937281020.65,,,1083203725.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083203725.48,937281020.65,,,,,145922704.83
20090101,20091231,5104500250.14,0,0,0,0,0,0,0,0,0,0,736815.19,38172172.41,,,5143409237.74,2314053280.25,0,0,0,0,0,163263320.13,1232928979.8,365806580.98,,,4076052161.16,,,1067357076.58,1452975.72,231435.27,3758871.99,1094202.49,0,0,,,6537485.47,121611663.75,0,0,0,0,0,,,121611663.75,,,-115074178.28,2745000,0,240000000,0,192787880.94,,,435532880.94,240000000,913127144.59,0,1088281.06,,,1154215425.65,,,-718682544.71,42729.26,,,233643082.85,703637937.8,,,937281020.65,1691463413,0,0,1786074.36,86244749.88,,7818388.07,0,0,0,-498739.98,0,0,0,0,-240711.93,-356815816.63,-30777445.93,0,-6913171.41,-233450385.1,-91259277.75,0,0,0,,,1067357076.58,0,0,0,937281020.65,703637937.8,0,0,,,233643082.85
20090101,20090930,3480886976.23,,,,,,,,,,,804629.06,43588779.08,,,3525280384.37,1219355573.12,,,,,,78831543.37,860668163.92,437826996.61,,,2596682277.02,,,928598107.35,3030211.11,62542.2,,,,,,,3092753.31,85304184.61,,,,,,,,85304184.61,,,-82211431.3,2745000,,120000000,,4134950.3,,,126879950.3,120000000,908515635.76,,27470.52,,,1028543106.28,,,-901663155.98,84083.86,,,-55192396.07,703637937.8,,,648445541.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648445541.73,703637937.8,,,,,-55192396.07
20090101,20090630,2449562651.68,0,0,0,0,0,0,0,0,0,0,682011.02,16009048.6,,,2466253711.3,895821256.81,0,0,0,0,0,47052097.15,519279959.13,245523120.47,,,1707676433.56,,,758577277.74,0,0,0,0,0,0,,,0,55957855.29,0,0,0,0,0,,,55957855.29,,,-55957855.29,2500000,0,120000000,0,3291255.07,,,125791255.07,120000000,675043308.79,0,62083.52,,,795105392.31,,,-669314137.24,0,,,33305285.21,703637937.8,,,736943223.01,856219236.53,0,0,3665958.36,43945652.72,,5111537.39,0,0,0,810169.67,0,0,0,0,1338085.8,-160297511.98,2512705.83,0,120651381.53,48372625.15,-163752563.26,0,0,0,,,758577277.74,0,0,0,736943223.01,703637937.8,0,0,,,33305285.21
20090101,20090331,1198866113,,,,,,,,,,,464873.53,8839725.63,,,1208170712.16,398754129.07,,,,,,25019796.98,274183588.82,182880142.68,,,880837657.55,,,327333054.61,,,,,,,,,,44730154.03,195529.99,,,,,,,44925684.02,,,-44925684.02,2745000,,120000000,,2981555.8,,,125726555.8,,,,46430.03,,,46430.03,,,125680125.77,42300.33,,,408129796.69,703637937.8,,,1111767734.49,0,,,,0,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,1111767734.49,703637937.8,,,,,408129796.69
20080101,20081231,4415442496.34,,,,,,,,,,,731381.85,27484612.31,,,4443658490.5,2175584189.03,,,,,,137375343.48,949310208.38,367409466.66,,,3629679207.55,,,813979282.95,,350000,2571456.85,59571592.13,,,,,62493048.98,129837364.24,,,,,,,,129837364.24,,,-67344315.26,9000000,,,,4944871.81,,,13944871.81,,499837674.47,,1023994.66,,,500861669.13,,,-486916797.32,-388467.11,,,259329703.26,444308234.54,,,703637937.8,1267038155.04,,,-605938.22,76996397.4,,7026174.76,,,,-1386454.03,249943.34,,,,2206412.83,-171905089.12,-20653061.41,0,59068853.54,-314125129.87,-89930981.31,,,,,,813979282.95,,,,703637937.8,444308234.54,,,,,259329703.26
20080101,20080930,3406208687.29,,,,,,,,,,,74284.99,34894539.81,,,3441177512.09,1659560721.82,,,,,,79234971.47,672237116.61,369314669.84,,,2780347479.74,,,660830032.35,65445200,350000,176559.26,,,,,,65971759.26,77066810.68,300000,,5369179.06,,,,,82735989.74,,,-16764230.48,11400000,,,,3623067.49,,,15023067.49,,506547225.78,,5750726.97,,,512297952.75,,,-497274885.26,-358575.51,,,146432341.1,444308234.54,,,590740575.64,0,,,,0,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,590740575.64,444308234.54,,,,,146432341.1
