"报表期起始日","报表期截止日","营业总收入","营业收入","利息收入","已赚保费","手续费及佣金收入","房地产销售收入","其他业务收入","特殊处理本身不平营业总收入","特殊处理格式不同营业总收入","营业总成本","营业成本","利息支出","手续费及佣金支出","房地产销售成本","研发费用","退保金","赔付支出净额","提取保险合同准备金净额","保单红利支出","分保费用","其他业务成本","营业税金及附加","销售费用","管理费用","财务费用","资产减值损失","特殊处理本身不平营业总成本","特殊处理格式不同营业总成本","公允价值变动收益","投资收益","其中:对联营企业和合营企业的投资收益","汇兑收益","期货损益","托管收益","补贴收入","其他业务利润","特殊处理本身不平营业利润","特殊处理格式不同营业利润","营业利润","营业外收入","营业外支出","非流动资产处置损失","特殊处理本身不平利润总额","特殊处理格式不同利润总额","利润总额","所得税费用","未确认投资损失","特殊处理本身不平净利润1","特殊处理格式不同净利润1","净利润","归属于母公司所有者的净利润","被合并方在合并前实现净利润","少数股东损益","特殊处理本身不平净利润2","特殊处理格式不同净利润2","基本每股收益","稀释每股收益","其他综合收益","归属于母公司所有者的其他综合收益","归属于少数股东的其他综合收益","综合收益总额","归属于母公司所有者的综合收益总额","归属于少数股东的综合收益总额","年初未分配利润","减少注册资本减少的未分配利润","其他转入","可分配利润","提取法定盈余公积","提取公益金","提取资本公积金","提取职工奖福基金","提取储备基金","提取企业发展基金","利润归还投资","补充流动资本","可供股东分配的利润","应付优先股股利","提取任意公积","应付普通股股利","转作资本股本的普通股股利","未分配利润","出售处置部门或被投资单位所得收益","自然灾害发生的损失","会计政策变更增加减少利润总额","会计估计变更增加减少利润总额","债务重组损失","其他补充资料"
20140101,20140930,12305346980.52,12305346980.52,,,,,,,,6971554758.15,4780680539.96,,,,,,,,,,,170909870.32,1178737803.99,997616631.75,-159748683.79,3358595.92,,,,14805451.79,557.19,,,,,,,,5348597674.16,13162928.49,8742269.42,3663346.79,,,5353018333.23,1369905866.7,,,,3983112466.53,3982741953.18,,370513.35,,,3.7,3.7,-667.12,,,3983111799.41,3982741286.06,370513.35,,,,,,,,,,,,,,,,,,,,,,,,
20140101,20140630,8653096950.3,8653096950.3,,,,,,,,4859002872.67,3407825525.97,,,,,,,,,,,111746738.23,791721429.95,661741154.04,-117911465.68,3879490.16,,,,11805731.64,-54691.4,,,,,,,,3805899809.27,9402656.06,7598843.35,3275129.91,,,3807703621.98,952954367.75,,,,2854749254.23,2854479610.9,,269643.33,,,2.65,2.65,-1710.08,,,2854747544.15,2854477900.82,269643.33,,,,,,,,,,,,,,,,,,,,,,,,
20140101,20140331,5669736627.54,5669736627.54,,,,,,,,3000969816.03,2285892093.93,,,,,,,,,,,84225286.92,356644134.68,341738108.44,-68187144.49,657336.55,,,,1150735.95,,,,,,,,,2669917547.46,3806266.35,2272536.01,947952.79,,,2671451277.8,669917338.03,,,,2001533939.77,2001399894.09,,134045.68,,,1.86,1.86,-730.27,,,2001533209.5,2001399163.82,134045.68,,,,,,,,,,,,,,,,,,,,,,,,
20130101,20131231,15023624944.56,15023624944.56,,,,,,,,8369436135.99,5945715709.35,,,,,,,,,,,187286764.95,1387705065.64,1037405567.9,-196472477.19,7795505.34,,,,51397178.92,,,,,,,,,6705585987.49,18594495.17,38327529.46,6766923.97,,,6685852953.2,1683699701.86,,,,5002153251.34,5002071835.86,,81415.48,,,4.63,4.63,-122.69,,,5002153128.65,5002071713.17,81415.48,,,,,,,,,,,,,,,,,,,,,,,,
20130101,20130930,13053173028.81,13053173028.81,,,,,,,,7085982600.91,5060171546,,,,,,,,,,,168927868.75,1222197916.29,746339694.56,-112318239.9,663815.21,,,,51050276.94,,,,,,,,,6018240704.84,28908165.83,22279315.64,3015923.09,,,6024869555.03,1527230352.71,,,,4497639202.32,4497580509,,58693.32,,,4.17,4.17,-4142.38,,,4497635059.94,4497576366.62,58693.32,,,,,,,,,,,,,,,,,,,,,,,,
20130101,20130630,9410318067.08,9410318067.08,,,,,,,,5041429782.74,3676170197.57,,,,,,,,,,,124954795.28,805624430.53,498391058.22,-68179398.14,4468699.28,,,,45388133.57,,,,,,,,,4414276417.91,8814223.37,11193955.2,400571.63,,,4411896686.08,1127107762.94,,,,3284788923.14,3284909145.57,,-120222.43,,,3.04,3.04,-5332.72,,,3284783590.42,3284903812.85,-120222.43,,,,,,,,,,,,,,,,,,,,,,,,
20130101,20130331,6322817289.74,6322817289.74,,,,,,,,3213222026.73,2480071114.24,,,,,,,,,,,95368804.19,424133141.61,263428676.83,-52664744.92,2885034.78,,,,30004677.8,,,,,,,,,3139599940.81,3964196.13,177167.82,28043.18,,,3143386969.12,786859762,,,,2356527207.12,2356488565.59,,38641.53,,,2.18,2.18,,,,2356527207.12,2356488565.59,38641.53,,,,,,,,,,,,,,,,,,,,,,,,
20120101,20121231,17270481272.53,17270481272.53,,,,,,,,9216399004.83,6294198672.67,,,,,,,,,,,241145252.06,1774903604.85,1020217375.22,-120712322.16,6646422.19,,,,134678632.27,,,,,,,,,8188760899.97,48670786.76,21969236,5154999.84,,,8215462450.73,2063556711,,,,6151905739.73,6154302874.52,,-2397134.79,,,5.7,5.7,,,,6151905739.73,6154302874.52,-2397134.79,,,,,,,,,,,,,,,,,,,,,,,,
20120101,20120930,13996989330.97,13996989330.97,,,,,,,,7699199766.21,5362408567.2,,,,,,,,,,,211949283.69,1424196421.2,770700532.25,-75890811.54,5835773.41,,,,110370340.95,,,,,,,,,6408159905.71,42664193.07,5771789.96,426546.15,,,6445052308.82,1618390944.92,,,,4826661363.9,4828124260.18,,-1462896.28,,,4.47,4.47,,,,4826661363.9,4828124260.18,-1462896.28,,,,,,,,,,,,,,,,,,,,,,,,
20120101,20120630,9309772422.09,9309772422.09,0,0,0,,,,,5162650172.13,3565644194.13,0,0,,,0,0,0,0,0,,153197788.87,993502306.52,494908878.68,-50218001.37,5615005.3,,,0,58226933.58,0,,,,,,,,4205349183.54,37110717.82,3526111.75,396862.46,,,4238933789.61,1066638273.52,,,,3172295516.09,3173886530.51,,-1591014.42,,,2.94,2.94,0,,,3172295516.09,3173886530.51,-1591014.42,,,,,,,,,,,,,,,,,,,,,,,,
20120101,20120331,5961705523.68,5961705523.68,,,,,,,,3032872053.3,2268096763.39,,,,,,,,,,,110973224.54,457004563.63,230967029.05,-37306277.08,3136749.77,,,,22239511.41,,,,,,,,,2951072981.79,2882569.91,1703698.58,96067.44,,,2952251853.12,739938835.63,,,,2212313017.49,2212048156.19,,264861.3,,,2.46,2.46,,,,2212313017.49,2212048156.19,264861.3,,,,,,,,,,,,,,,,,,,,,,,,
20110101,20111231,12740921687.6,12740921687.6,,,,,,,,7228316979.54,5329366249.67,,,,,,,,,,,179166033.71,1209425993.53,660981057.29,-156539345.55,5916990.89,,,,11996002.74,,,,,,,,,5524600710.8,37099378.07,30982575.38,4364756.48,,,5530717513.49,1394109315.29,,,,4136608198.2,4020992149.04,,115616049.16,,,4.47,4.47,,,,4136608198.2,4020992149.04,115616049.16,,,,,,,,,,,,,,,,,,,,,,,,
20110101,20110930,9697320356.4,9697320356.4,,,,,,,,5655841725.15,4243870858.54,,,,,,,,,,,153600718.29,844730263.96,481812387.28,-70188073.79,2015570.87,,,,889041.1,,,,,,,,,4042367672.35,33252003.96,19397827.97,2256949.16,,,4056221848.34,1024742697.47,,,,3031479150.87,2915947202.57,,115531948.3,,,3.24,3.24,,,,3031479150.87,2915947202.57,115531948.3,,,,,,,,,,,,,,,,,,,,,,,,
20110101,20110630,6171743874.03,6171743874.03,,,,,,,,3592392880.62,2646977151.57,,,,,,,,,,,92742323.69,583856963.39,291176762.43,-25022774.26,2662453.8,,,,,,,,,,,,,2579350993.41,23019368.7,16108310.23,1632864.66,,,2586262051.88,657070715.46,,,,1929191336.42,1813856743.92,,115334592.5,,,2.02,2.02,,,,1929191336.42,1813856743.92,115334592.5,,,,,,,,,,,,,,,,,,,,,,,,
20110101,20110331,3633800730.28,3633800730.28,,,,,,,,1911260025.19,1488205484.82,,,,,,,,,,,54177037.42,228639250.64,148002404.24,-10391462.67,2627310.74,,,,,,,,,,,,,1722540705.09,8103332.57,13205799.93,843650.26,,,1717438237.73,433474170.93,,,,1283964066.8,1171535258.28,,112428808.52,,,2.6,2.6,,,,1283964066.8,1171535258.28,112428808.52,,,,,,,,,,,,,,,,,,,,,,,,
20100101,20101231,7619092696.22,7619092696.22,,,,,,,,4539223583.36,3328594724.65,,,,,,,,,,,87331062.62,736996355.32,441167599.15,-51764454.65,-3101703.73,,,,,,,,,,,,,3079869112.86,32153297.74,35805705.96,2915509.35,,,3076216704.64,777526199.62,,,,2298690505.02,2204667836.96,,94022668.06,,,4.9,4.9,,,,2298690505.02,2204667836.96,94022668.06,,,,,,,,,,,,,,,,,,,,,,,,
20100101,20100930,5554300159.79,5554300159.79,,,,,,,,3449836704.04,2486297155.07,,,,,,,,,,,65500015.95,617878841.2,306440546.39,-22995597.14,-3284257.43,,,,317.81,,,,,,,,,2104463773.56,18024532.17,15160823.02,1616884.93,,,2107327482.71,531986667.4,,,,1575340815.31,1535676342.46,,39664472.85,,,3.41,3.41,,,,1575340815.31,1535676342.46,39664472.85,,,,,,,,,,,,,,,,,,,,,,,,
20100101,20100630,3487100334.32,3487100334.32,,,,,,,,2052011354.84,1474286329.62,,,,,,,,,,,35841173.98,373069561.04,190543824.46,-18299585.21,-3429949.05,,,,,,,,,,,,,1435088979.48,7671080.25,11965205.02,505878.4,,,1430794854.71,362218358.53,,,,1068576496.18,1067232395.43,,1344100.75,,,2.37,2.37,,,,1068576496.18,1067232395.43,1344100.75,,,,,,,,,,,,,,,,,,,,,,,,
20100101,20100331,1933433793.76,1933433793.76,,,,,,,,971484265.86,771553443.76,,,,,,,,,,,21653777.68,120573527.72,62238783.89,-4042375.85,-492891.34,,,,,,,,,,,,,961949527.9,1573519.48,552250.65,469693.4,,,962970796.73,241559247.2,,,,721411549.53,721445528.17,,-33978.64,,,1.6,1.6,,,,721411549.53,721445528.17,-33978.64,,,,,,,,,,,,,,,,,,,,,,,,
20090101,20091231,4002048450.63,4002048450.63,,,,,,,,2337105956.94,1662247601.28,,,,,,,,,,,41855343.65,405179923.46,245981991.56,-20653462.7,2494559.69,,,,746301.38,,,,,,,,,1665688795.07,20866451.98,13247084.39,4633028.98,,,1673308162.66,419695027.35,,,,1253613135.31,1253620006.49,,-6871.18,,,3.04,3.04,,,,1253613135.31,1253620006.49,-6871.18,,,,,,,,,,,,,,,,,,,,,,,,
20090101,20090930,2892240127.88,2892240127.88,0,0,0,0,0,,,1690601437.71,1321088352.45,0,0,0,0,0,0,0,0,0,0,30938622.04,188877321.56,159181465.3,-11119706.4,1635382.76,,,0,745458.12,0,0,0,0,0,0,,,1202384148.29,11642359.89,8369945.6,2007723.13,,,1205656562.58,301835120.8,0,,,903821441.78,903821441.78,,0,,,2.23,2.23,0,,,903821441.78,903821441.78,0,,,,,,,,,,,,,,,,,,,,,,,,
20090101,20090630,1804563004.45,1804563004.45,,,,,,,,1029303529.31,791357602.74,,,,,,,,,,,21251992.15,136525207.43,86099648.17,-6850258.16,919336.98,,,0,727123.28,0,0,,,,,,,775986598.42,10489054.04,1911530.58,756863.47,,,784564121.88,196200978.46,,,,588363143.42,588363143.42,,0,,,1.45,1.45,0,,,588363143.42,588363143.42,0,,,,,,,,,,,,,,,,,,,,,,,,
20080101,20081231,2682203715,2682203715,,,,,,,,1684038241.23,1278070327.74,,,,,,,,,,,26599811.09,226590907.89,169726508.33,-16955747.06,6433.24,,,0,181333.54,-560333.13,0,,,,,,,998346807.31,6841545.37,12350476.03,502432.46,,,992837876.65,249780368.96,,,,743057507.69,743057507.69,,0,,,1.83,1.83,0,,,743057507.69,743057507.69,0,,,,,,,,,,,,,,,,,,,,,,,,
20080101,20080930,2048392867.9,2048392867.9,0,0,0,0,0,,,1285231537.52,996440380.57,0,0,0,0,0,0,0,0,0,0,21732539.12,161012719.59,113849286.46,-8579308.7,775920.48,,,0,213287.15,446712.85,0,0,0,0,0,,,763374617.53,3522313.31,11307425.89,193508.75,,,755589504.95,189026021.74,0,,,566563483.21,566563483.21,,0,,,1.4,1.4,0,,,566563483.21,566563483.21,0,,,,,,,,,,,,,,,,,,,,,,,,
20070101,20071231,1762014975.7,1762014975.7,0,0,0,0,0,,,1176178737.74,907809836.18,0,0,0,0,0,0,0,0,0,0,16223457.61,138369838.58,112967512.48,321927.76,486165.13,,,0,3882009.7,70444.7,0,0,0,0,0,,,589718247.66,3022118.19,13171941.69,3710200.4,,,579568424.16,204717292.21,0,,,374851131.95,374736701.3,114430.65,0,,,0.93,0.93,0,0,0,374851131.95,374851131.95,0,,,,,,,,,,,,,,,,,,,,,,,,
20060101,20061231,1071430299.35,1071430299.35,,,,,,,,792027810.61,563783109.27,,,,,,,,,,,12867039.89,120959295.2,88431223.31,5501524.1,485618.84,,,0,-1224757.75,-1242757.75,0,,,,,,,278177730.99,1131315.51,6240061.55,348458.83,,,273068984.95,98089997.94,,,,174978987.01,174978867.41,,119.6,,,0.46,0.46,0,,,174978987.01,174978867.41,119.6,,,,,,,,,,,,,,,,,,,,,,,,
