"报表期起始日","报表期截止日","营业总收入","营业收入","利息收入","已赚保费","手续费及佣金收入","房地产销售收入","其他业务收入","特殊处理本身不平营业总收入","特殊处理格式不同营业总收入","营业总成本","营业成本","利息支出","手续费及佣金支出","房地产销售成本","研发费用","退保金","赔付支出净额","提取保险合同准备金净额","保单红利支出","分保费用","其他业务成本","营业税金及附加","销售费用","管理费用","财务费用","资产减值损失","特殊处理本身不平营业总成本","特殊处理格式不同营业总成本","公允价值变动收益","投资收益","其中:对联营企业和合营企业的投资收益","汇兑收益","期货损益","托管收益","补贴收入","其他业务利润","特殊处理本身不平营业利润","特殊处理格式不同营业利润","营业利润","营业外收入","营业外支出","非流动资产处置损失","特殊处理本身不平利润总额","特殊处理格式不同利润总额","利润总额","所得税费用","未确认投资损失","特殊处理本身不平净利润1","特殊处理格式不同净利润1","净利润","归属于母公司所有者的净利润","被合并方在合并前实现净利润","少数股东损益","特殊处理本身不平净利润2","特殊处理格式不同净利润2","基本每股收益","稀释每股收益","其他综合收益","归属于母公司所有者的其他综合收益","归属于少数股东的其他综合收益","综合收益总额","归属于母公司所有者的综合收益总额","归属于少数股东的综合收益总额","年初未分配利润","减少注册资本减少的未分配利润","其他转入","可分配利润","提取法定盈余公积","提取公益金","提取资本公积金","提取职工奖福基金","提取储备基金","提取企业发展基金","利润归还投资","补充流动资本","可供股东分配的利润","应付优先股股利","提取任意公积","应付普通股股利","转作资本股本的普通股股利","未分配利润","出售处置部门或被投资单位所得收益","自然灾害发生的损失","会计政策变更增加减少利润总额","会计估计变更增加减少利润总额","债务重组损失","其他补充资料"
20130101,20130331,3084890795.34,3084890795.34,,,,,,,,1552852783.04,1201774644.36,,,,,,,,,,,135738640.63,128245107.97,103142784.51,-15426566.62,-621827.81,,,,24434653.24,,,,,,,,,1556472665.54,4144523.59,574029.81,,,,1560043159.32,388436417.58,,,,1171606741.74,1142752647.08,,28854094.66,,,0.82,0.82,,,,1171606741.74,1142752647.08,28854094.66,,,,,,,,,,,,,,,,,,,,,,,,
20120101,20121231,11556353850.89,11556353850.89,,,,,,,,5845344808.12,3969533936.29,,,,,,,,,,,716616772.83,664880001.14,532914507.35,-37272652.49,-1327757,,,,378354913.5,82636718.82,,,,,,,,6089363956.27,86768240.03,24062655.87,7896861.82,,,6152069540.43,1609548211.89,,,,4542521328.54,4390257185.3,0,152264143.24,,,3.14,3.14,-21785146.84,,,4520736181.7,4368422327.33,152313854.37,,,,,,,,,,,,,,,,,,,,,,,,
20120101,20120930,8009254739.23,8009254739.23,,,,,,,,3998256423.83,2803455394.86,,,,,,,,,,,467458182.6,397390298.07,359569429.5,-31465504.36,1848623.16,,,,231484878.24,,,,,,,,,4242483193.64,29913720.1,16320168.6,6219158.51,,,4256076745.14,1135736653.09,,,,3120340092.05,2953837470.57,,166502621.48,,,2.11,2.11,,,,3120340092.05,2953837470.57,166502621.48,,,,,,,,,,,,,,,,,,,,,,,,
20120101,20120630,5192584203.75,5192584203.75,,,,,,,,2483864813.96,1731889686.81,,,,,,,,,,,319058936.25,243892758.58,213323109.06,-26148299.9,1848623.16,,,,69950641.82,,,,,,,15000,,2778685031.61,26750605.82,11140331.91,1915844.44,,,2794295305.52,674562365.73,,,,2119732939.79,2008725260.72,,111007679.07,,,1.44,1.44,,,,2119732939.79,2008725260.72,111007679.07,,,,,,,,,,,,,,,,,,,,,,,,
20120101,20120331,3191989318.54,3191989318.54,,,,,,,,1408391052.71,1008146577.6,,,,,,,,,,,193300286.95,112314175.69,104584635.07,-9954622.6,,,,,29628389.3,,,,,,,,,1813226655.13,2770978.95,8076243.08,61243.07,,,1807921391,445799503.06,,,,1362121887.94,1293299917.82,,68821970.12,,,0.93,0.93,,,,1362121887.94,1362121887.94,,,,,,,,,,,,,,,,,,,,,,,,,
20110101,20111231,8427910004.45,8427910004.45,,,,,,,,4433952669.96,2846009311.66,,,,,,,,,,,695230132.81,389549268.39,500646378.58,-3151869.54,5669448.06,,,,37889809.28,193608864.14,,,,,,,,4031847143.77,32845340.92,19960380.38,10856370.23,,,4044732104.31,989132613.49,,,,3055599490.82,2905027184.03,,150572306.79,,,2.08,2.08,22018283.01,,,3077617773.83,2927045467.04,150572306.79,,,,,,,,,,,,,,,,,,,,,,,,
20110101,20110930,5628271589.15,5628271589.15,,,,,,,,2856713520.1,1862042983.58,,,,,,,,,,,473613101.67,202261803.89,316849826.94,86047.87,1859756.15,,,,9788991.08,,,,,,,,,2781347060.13,26062490.16,4131036.4,2748042.21,,,2803278513.89,690634030.71,,,,2112644483.18,2007717607.53,,104926875.65,,,1.44,1.44,,,,2112644483.18,2007717607.53,104926875.65,,,,,,,,,,,,,,,,,,,,,,,,
20110101,20110630,3564508740.06,3564508740.06,,,,,,,,1773122160.75,1158350159.34,,,,,,,,,,,263993349.68,135702542.16,209773162.86,3413797.5,1889149.21,,,,131415927.63,,,,,,,,,1922802506.94,4136165.81,3662641.84,2747042.21,,,1923276030.91,447182574.57,,,,1476093456.34,1410203748.85,,65889707.49,,,1.01,1.01,,,,1476093456.34,1410203748.85,65889707.49,,,,,,,,,,,,,,,,,,,,,,,,
20110101,20110331,2071112219.24,2071112219.24,,,,,,,,924607479.86,617037010.36,,,,,,,,,,,145218294.69,66751157.14,96210700.26,-609682.59,,,,,59803401.29,,,,,,,,,1206308140.67,4404424.53,1165172.17,440572.42,,,1209547393.03,278054164.94,,,,931493228.09,896075841.09,,35417387,,,0.64,0.64,,,,931493228.09,931493228.09,,,,,,,,,,,,,,,,,,,,,,,,,
20100101,20101231,5370871771.66,5370871771.66,,,,,,,,2805018445.98,1643185783.51,,,,,,,,,,,437864126.52,323368124.96,390466729.63,7564052.32,2569629.04,,,,351042232.07,351008166.56,,,,,,,,2916895557.75,17566101.91,15517991.43,159902.99,,,2918943668.23,638239621.47,,,,2280704046.76,2205243966.21,,75460080.55,,,1.58,1.58,889981.92,,,2281594028.68,2206133948.13,75460080.55,,,,,,,,,,,,,,,,,,,,,,,,
20100101,20100930,3764932558.53,3764932558.53,0,0,0,0,0,0,0,1937688216.39,1131665786.38,0,0,0,0,0,0,0,0,0,0,312814743.93,225809213.14,269460374.75,-7476929.85,5715028.04,-300000,0,0,245072639.07,0,0,0,0,0,0,0,0,2072316981.21,9730989.83,710886.1,160758.98,0,0,2081337084.94,454706886.29,0,0,0,1626630198.65,1580571774.18,0,46058424.47,0,0,1.13,1.13,0,0,0,1626630198.65,1580571774.18,46058424.47,,,,,,,,,,,,,,,,,,,,,,,,
20100101,20100630,2451139643.79,2451139643.79,,,,,,,,1241269014.34,731841517.63,,,,,,,,,,,188233606.37,148575472.61,171210418.97,-3016094.31,4424093.07,,,,167602381.11,167602381.11,,,,,,,,1377473010.56,2035552.48,408106.37,160758.98,,,1379100456.67,304563388.37,,,,1074537068.3,1042592756.91,,31944311.39,,,0.75,0.75,,,,1074537068.3,1042592756.91,31944311.39,,,,,,,,,,,,,,,,,,,,,,,,
20100101,20100331,1453994397.21,1453994397.21,,,,,,,,635515546.02,393367891.08,,,,,,,,,,,93749867.71,77456224.35,72512069.89,-1551372.48,-19134.53,,,,85872106.15,,,,,,,,,904350957.34,1324049.31,255216.48,0,,,905419790.17,210921030.92,,,,694498759.25,679206933.26,,15291825.99,,,0.49,0.49,0,,,694498759.25,679206933.26,15291825.99,,,,,,,,,,,,,,,,,,,,,,,,
20090101,20091231,4370422479.87,4370422479.87,0,0,0,0,0,,,2572681701.14,1457580348.6,0,0,0,0,0,0,0,0,0,0,323762857.15,499371204.14,290421928.82,-240711.93,1786074.36,,,0,356815816.63,357884097.28,0,0,0,0,0,,,2154556595.36,7348552.07,10097651.44,1763986.5,,,2151807495.99,460344082.99,0,,,1691463413,1673339089.69,0,18124323.31,,,1.2,1.2,2916495.06,0,0,1694379908.06,1676255584.75,18124323.31,,,,,,,,,,,,,,,,,,,,,,,,
20090101,20090930,3210702797.19,3210702797.19,,,,,,,,1867795060.35,1104916841.61,,,,,,,,,,,198016778.04,351762643.1,209808721.27,-675882.03,3965958.36,,,,261190239.46,261190239.46,,,,,,,,1604097976.3,2994806.13,8642530.87,919767.99,,,1598450251.56,334338757.4,,,,1264111494.16,1255458367.4,,8653126.76,,,0.9,0.9,,,,1264111494.16,1255458367.4,8653126.76,,,,,,,,,,,,,,,,,,,,,,,,
20090101,20090630,2203660711.55,2203660711.55,,,,,,,,1270015407.1,781632818.41,,,,,,,,,,,117579470.32,253339139.77,112459934.44,1338085.8,3665958.36,,,,160297511.98,160297511.98,,,,,,,,1093942816.43,528941.44,1513239.49,863623.31,,,1092958518.38,236739281.85,,,,856219236.53,851940512.4,,4278724.13,,,0.61,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20090101,20090331,1283797982.21,1283797982.21,,,,,,,,696268905.22,475631570.6,,,,,,,,,,,56926578.57,110003374.32,52859418.54,847963.19,,,,,86742878.11,,,,,,,,,674271955.1,156209.06,1382910.88,100,,,673045253.28,141631752.64,,,,531413500.64,531385788.93,,27711.71,,,0.38,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080101,20081231,3798378737.77,3798378737.77,,,,,,,,2294054865.9,1288926156.68,,,,,,,,,,,263437524.53,512788495.96,227302214.12,2206412.83,-605938.22,,,,171905089.12,140849747.69,,,,,,,,1676228960.99,11430032.38,34102593.29,313301.93,,,1653556400.08,386518245.04,,,,1267038155.04,1265987888.22,,1050266.82,,,0.91,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080101,20080930,3076885486.9,3076885486.9,,,,,,,,1824174906.84,1073610033.38,,,,,,,,,,,217569814.94,377061604.63,156035527.31,-104925.99,2852.57,,,,163952707.92,135269405.05,,,,,,,,1416663287.98,3070157.68,27875403.12,257436.44,,,1391858042.54,306449570.95,,,,1085408471.59,1084865618.8,,542852.79,,,0.78,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080101,20080630,2110244730.97,2110244730.97,,,,,,,,1230898785.65,743069451.58,,,,,,,,,,,142247776.4,242156703.25,102389410.91,455291.08,580152.43,,,,126075985.28,97392682.41,,,,,,,,1005421930.6,2469838.76,27512115.87,3646.8,,,980379653.49,239028668.15,,,,741350985.34,741493355.51,,-142370.17,,,0.53,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20080101,20080331,1266763473.94,1266763473.94,,,,,,,,660541751.09,395796222.56,,,,,,,,,,,76302477.76,146866260.67,42668105.64,-1091315.54,,,,,95662335.44,,,,,,,,,701884058.29,1169682.83,342276.05,,,,702711465.07,190123209.17,,,,512588255.9,512737523.19,,-149267.29,,,0.59,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070101,20071231,2926854519.88,2926854519.88,,,,,,,,2023014070.69,1260625606.13,,,,,,,,,,,216580333.94,352412250.41,167804272.7,13925590.04,11666017.47,,,,158789780.39,23510054.75,,,,,,,,1062630229.58,3868058.62,3172028.34,,,,1063326259.86,291483694.21,,,,771842565.65,773367100.52,,-1524534.87,,,0.89,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070101,20070930,1997676786.89,1997676786.89,,,,,,,,1361128430.45,845242582.74,,,,,,,,,,,143418115.87,233772770.55,114754317.26,9819646.33,14120997.7,,,474484,792697.72,,,,,,,,,637815538.16,1624856.02,980824.42,,,,638459569.76,230026331.08,,,,408433238.68,408696154.94,,-262916.26,,,0.47,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070101,20070630,1294011990.72,1294011990.72,0,0,0,,,,,892009764.33,541815312.43,0,0,,,0,0,,0,0,,88495931.9,177510181.63,72463979.31,-3600821.18,15325180.24,,,474484,792697.72,0,0,,,,,,,403269408.11,542227.89,569714.83,0,,,403241921.17,149392715.71,,,,253849205.46,254161436.11,,-312230.65,,,0.29,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070101,20070331,680312976.43,680312976.43,0,0,0,,,,,450238427.61,281508880.66,0,0,,,0,0,0,0,0,,39450098.36,92723522.78,36257687.12,298238.69,0,,,0,132733,0,0,,,,,,,230207281.82,453207.54,306403.59,0,,,230354085.77,88888817.83,,,,141465267.94,141770556.76,,-305288.82,,,0.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060101,20061231,1926214482.01,1926214482.01,,,,,,,,1427410675.23,840734195.28,,,,,,,,,,,152719409.06,294418723.89,133645850.24,10859545.16,-4967048.4,,,83678.21,-6129631.19,-1152160.62,,,,,,,,492757853.8,3457627.01,4389499.19,,,,491825981.62,169763326.86,,,,322062654.76,322566421.28,,-503766.52,,,0.37,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060101,20060930,1385349074.17,1385349074.17,,,,,,,,1034778851.52,590119826.45,,,,,,,,,,,113219000.21,214566407.34,103547494.59,10885043,2441079.93,,,83678.21,2039177.42,,,,,,,,,352693078.28,2480472.19,2917788.38,,,,352255762.09,132556377.99,,,,219699384.1,221634491.53,,-1935107.43,,,0.26,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060101,20060630,1014279491.68,1014279491.68,0,0,0,,,,,738595832.97,436318231.94,0,0,,,0,0,,0,0,,82566858.66,139636686.65,71048169.47,6584806.32,2441079.93,,,83678.21,1929117.38,0,0,,,,,,,277696454.3,1077351.4,2756755.6,0,,,276017050.1,92550876.67,,,,183466173.43,185035323.43,,-1569150,,,0.22,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20060101,20060331,597534484.75,597534484.75,0,0,0,,,,,438438597.28,259072205.31,,,,,,,,,,,55104613.39,88270586.76,30815757.39,5175434.43,,,,,-376512.75,,,,,,,,,158719374.72,1447009.7,2306898.79,,,,157859485.63,54930352.75,,,,102929132.88,102958726.51,,-29593.63,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20050101,20051231,1467042382.55,1456644363.84,,,,,10398018.71,,,1315113189.48,673613474.95,,,,,,,,,,,140778280.02,348865766.53,129783614.84,22072053.14,,,,,-32918771.21,,,0,,0,,,,119010421.86,11185918.24,12646442.63,,,,117549897.47,73501161.76,0,,,44048735.71,46181262.98,,-2132527.27,,,,,,,,,,,32780313.68,0,0,78961576.66,3446620.17,1723310.09,0,0,0,0,0,0,73791646.4,0,0,33655986.92,0,40135659.48,0,0,0,223052.96,0,0
20050101,20050930,1087765025.68,1084786921.69,,,,,2978103.99,,,956961996.45,485236978.36,,,,,,,,,,,100738383.1,278897505.81,75247709.51,16841419.67,,,,,-27801796.58,,,0,,0,,,,103001232.65,694920.46,2375110.29,,,,101321042.82,70305276.5,0,,,31015766.32,33205677.69,,-2189911.37,,,,,,,,,,,37771641.91,0,0,70977319.6,2392886.72,1196443.37,0,0,0,0,0,0,67387989.51,0,0,33655986.92,0,33732002.59,0,0,0,0,0,0
20050101,20050630,762767686.68,760972912.84,,,,,1794773.84,,,641313723.3,340159736.38,,,,,,,,,,,67142105.35,178015628.71,44899837.75,11096415.11,,,,,-30014971.06,,,0,,0,,,,91438992.32,275672.18,2121566.36,,,,89593098.14,56101466.75,0,,,33491631.39,34959766.04,,-1468134.65,,,,,,,,,,,37771641.91,0,0,72731407.95,2392886.72,1196443.37,0,0,0,0,0,0,69142077.86,0,0,33655986.92,0,35486090.94,0,0,0,0,0,0
20050101,20050331,472685310.27,474083291.26,,,,,-1397980.99,,,377715666.92,213688100.03,,,,,,,,,,,42264017,97864778.03,17138032.74,6760739.12,,,,,400357.48,,,0,,0,,,,95370000.83,173831.8,494773.93,,,,95049058.7,42837681.75,0,,,52211376.95,52835212.43,,-623835.48,,,,,,,,,,,0,0,0,52835212.43,0,0,0,0,0,0,0,0,52835212.43,0,0,0,0,52835212.43,0,0,0,0,0,0
20040101,20041231,1288466244.89,1282250695.61,,,,,6215549.28,,,1192689416.62,595131743.49,,,,,,,,,,,98857715.17,320787404.48,144216673.36,33695880.12,,,,,724312.73,,,,,,,,,96501141,5679230.23,4907383.63,,,,97272987.6,58180594.37,,,,39092393.23,45411250.96,,-6318857.73,,,,,,,,,,,598434.45,,,46009685.41,5492029,2746014.5,,,,,,,37771641.91,,,,,37771641.91,,,,,,
20040101,20040930,965204552.21,955341829.37,,,,,9862722.84,,,880406180.39,452617311.2,,,,,,,,,,,75677671.99,236581272.67,91380854.84,24149069.69,,,,,856891.02,,,,,0,,,,85655262.84,2119145.62,6118644.69,,,,81655763.77,56065201.23,0,,,25590562.54,31461476.29,,-5870913.75,,,,,,,,,,,0,0,0,31461476.29,0,0,0,0,0,0,0,0,31461476.29,0,0,0,0,31461476.29,0,0,0,0,0,0
20040101,20040630,685605766.54,678352635.11,,,,,7253131.43,,,612845460.75,325288609.16,,,,,,,,,,,53892688.8,153921868.32,62680703.58,17061590.89,,,,,-2293466.51,,,,,0,,,,70466839.28,1994136.42,1216551.85,,,,71244423.85,43263710.47,0,,,27980713.38,33139034.89,,-5158321.51,,,,,,,,,,,598434.45,0,0,33737469.34,3391549.09,1695774.54,0,0,0,0,0,0,28650145.71,0,0,0,0,28650145.71,0,0,0,0,0,0
20040101,20040331,398017312.7,394025641.34,,,,,3991671.36,,,313669944.3,182154114.77,,,,,,,,,,,30233546.78,69429815.88,23184101.74,8668365.13,,,,,168648.6,,,,,0,,,,84516017,1552161.16,425145.55,,,,85643032.61,35158010.11,0,,,50485022.5,51188180.42,,-703157.92,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20030101,20031231,1186241546.94,1177030672.87,,,,,9210874.07,,,1082230200.15,555328924.81,,,,,,,,,,,107356905.42,258130614.63,128343622.14,33070133.15,,,,,3258513.97,,,,,60000,,,,107329860.76,3186681.41,12447599.88,,,,98068942.29,58856445.97,,,,39212496.32,41841463.96,,-2628967.64,,,,,,,,,,,17320022.08,,,59161486.04,3927237.39,1963618.69,,,,,,,53270629.96,,,50483980.38,,2786649.58,,,,,,
20030101,20030930,776951615.87,774262690.55,,,,,2688925.32,,,703328671.43,359387301.17,,,,,,,,,,,70779265.91,172659684.44,76568004.15,23934415.76,,,,,1596616.53,,,0,,175775.59,,,,75395336.56,3149475.56,3362189.43,,,,75182622.69,40494118.67,0,,,34688504.02,36761811.71,,-2073307.69,,,,,,,,,,,0,0,0,36761811.71,0,0,0,0,0,0,0,0,36761811.71,0,0,0,0,36761811.71,0,0,0,0,0,0
20030101,20030630,537422878.36,534881374.15,,,,,2541504.21,,,461661332.29,234794045.41,,,,,,,,,,,50115364.74,106076136.61,54291428.49,16384357.04,,,,,1002897,,,,,46619.84,,,,76811062.91,2983839.58,3169227.95,,,,76625674.54,35792207.62,0,,,40833466.92,41622653.08,,-789186.16,,,,,,,,,,,17320022.08,0,0,58942675.16,4298829.09,2149414.54,0,0,0,0,0,0,52494431.53,0,0,0,0,52494431.53,359298.68,0,0,0,0,2869802.71
